governance,privacy,technical,ethics,org_capability,org_size,readiness_score
3,5,3,5,4,2,77.99415005496563
1,3,2,3,2,1,44.54623992206543
1,1,4,5,2,2,44.73621154732788
3,2,1,3,5,1,56.378528124131975
4,1,2,3,1,0,59.55915562821415
1,1,2,5,3,1,35.26468586453024
1,2,5,4,1,1,44.88956377011652
1,3,5,3,5,1,55.611219672357116
3,4,3,3,1,1,69.03099580008247
1,1,1,4,1,1,34.21177658514843
3,5,4,4,2,0,74.32236091103177
3,2,3,3,2,0,53.18279832200437
3,1,5,1,3,2,47.917281869016385
4,4,2,1,2,2,63.450135788715926
3,4,5,1,2,0,63.10049087945723
4,4,5,3,3,2,77.699617302725
4,1,2,4,3,2,58.04394885764629
5,1,4,5,5,0,75.06002530958389
4,2,2,2,3,2,52.82517003251077
3,3,2,4,3,1,59.05287602764538
3,5,2,4,4,2,74.97677706896539
2,2,4,1,1,1,51.232465377419175
3,1,2,2,4,1,47.92743116123041
1,5,4,2,5,0,67.01657111812133
5,1,3,5,2,0,65.00072968949438
5,1,4,5,1,1,64.46101068415642
1,3,5,5,2,2,63.26993116117558
4,3,1,3,2,2,56.85620412300285
1,4,5,3,3,2,53.886856756251255
4,5,1,2,5,1,67.35965188287201
1,5,3,4,3,1,60.585514882592236
3,2,2,1,1,1,38.44771066485761
4,5,4,2,2,2,82.40867797271063
4,4,4,1,4,0,73.39919518451109
3,1,5,3,2,0,62.86587458944323
5,5,3,2,3,2,80.3171263082608
4,1,5,1,4,1,60.40693918212539
2,3,2,2,2,1,40.317010911948756
4,4,2,5,4,2,75.05964766598284
4,2,2,3,2,2,55.06526962837721
2,2,3,5,1,0,44.16443057982883
4,3,4,5,2,1,71.30236265114803
5,5,5,5,3,1,94.38358700741819
5,2,2,2,1,2,58.0673977202786
4,4,2,5,5,2,79.30675055992853
4,3,5,5,3,1,77.09340759017398
2,1,3,5,1,2,48.34434801270943
4,4,2,2,5,1,67.08960535325741
2,5,5,2,5,2,58.65189987572522
3,3,3,3,1,1,53.576489840242296
2,1,5,5,1,1,59.39494320071189
2,1,5,5,2,1,47.59097121686161
1,3,5,3,3,2,56.56345600207769
5,3,3,1,4,1,75.92630607092643
1,3,4,3,3,0,48.19693523494759
1,2,5,4,4,0,56.010745402138426
5,3,2,3,1,1,57.479918713860386
3,2,1,2,4,2,54.13615570831786
3,4,2,2,5,1,61.58333686501692
4,4,4,1,3,1,69.23313421397009
2,4,3,2,3,2,62.771502327528104
1,1,1,4,2,1,34.3073919732274
4,5,3,2,5,2,72.6218563375163
1,1,1,5,1,1,28.76361037956342
3,5,3,1,2,2,64.4746565226165
5,1,3,3,1,2,54.87939472468529
5,3,4,3,5,1,69.41378343939736
2,1,3,5,3,0,49.73379600680461
4,1,3,5,5,1,58.598936694375936
4,4,4,3,4,0,85.08140876781863
3,4,4,4,3,1,72.88393818881578
1,1,5,4,3,0,44.474124716282134
2,5,2,3,2,1,54.50683792668774
4,2,3,1,3,1,45.55301206063041
5,2,2,3,4,0,59.50269056609747
1,2,3,2,5,0,49.081616012703506
4,3,1,3,3,1,69.15893072746195
5,1,3,4,5,0,72.63198256599479
5,3,1,2,5,2,64.53978730689485
3,2,3,2,3,2,49.84020312173041
1,1,5,5,3,2,47.217520932118184
2,2,5,2,1,0,60.2988294966987
5,4,3,1,2,2,68.05625649067812
5,4,1,4,5,1,86.57814915031253
4,2,2,4,1,1,62.967597548050314
1,2,1,5,2,0,30.296017843268633
1,4,4,4,4,1,58.67023802120354
3,4,5,5,2,2,73.65477437913088
3,5,3,3,5,0,73.6007681794713
1,5,1,2,4,0,48.698428734431225
4,5,1,5,1,1,84.9811954769907
3,5,5,2,2,1,67.61386062762621
1,3,2,2,4,1,44.144849678321954
1,2,1,5,5,1,48.082538712339016
3,2,1,5,5,0,56.99213997765401
4,2,2,2,5,0,58.55090288890678
5,4,4,4,1,0,74.77595552846707
3,4,5,5,4,0,81.5324309730134
2,5,2,4,1,2,61.55699498087186
5,1,4,1,1,2,57.638002921355636
3,3,1,4,4,1,59.85100451956045
2,2,1,1,3,0,42.06303950318116
3,5,1,5,4,1,74.68483270957171
1,2,5,1,5,2,49.356473067487194
2,1,3,5,1,0,40.141208240583616
3,3,5,1,3,1,58.99997362644439
5,5,1,3,5,1,76.90184424041293
4,5,1,2,3,0,66.26172915670723
4,1,5,5,3,1,67.60833619250303
3,2,1,2,3,1,39.32133400407825
1,1,1,4,5,1,31.059006554398316
2,2,3,1,1,2,30.744111204722344
5,3,4,3,5,1,78.82524648112715
1,2,2,5,5,0,41.65167278964848
5,1,3,5,5,0,66.99737157921304
4,3,4,2,3,1,65.03049063577849
2,1,3,2,3,2,34.32041345304283
4,2,2,3,2,0,56.89876094249349
5,1,1,3,2,0,55.701115318028435
1,1,3,3,5,2,39.25286490112301
1,3,5,1,3,1,47.81486346194999
4,5,4,4,4,0,87.6871488506954
5,4,5,2,1,0,74.43002451382661
1,1,1,2,4,1,25.086330442013526
4,1,1,5,4,1,61.98249239093145
1,2,3,4,5,1,54.42093869356393
4,4,1,2,1,0,59.00775001171961
4,4,3,5,3,1,81.62822310697048
1,5,5,2,3,2,53.11360637316317
4,2,2,3,3,0,63.76917773396553
5,1,3,2,1,1,56.960310582918716
5,1,4,1,3,0,65.05390692002868
1,1,1,3,2,1,29.93580889558181
2,1,5,3,4,0,54.244624123400776
2,5,2,5,2,0,62.623453938189726
3,2,5,2,3,2,61.835721884431024
1,5,4,5,4,0,68.44126045547723
5,3,1,4,1,2,67.33938050032557
4,3,4,1,4,1,58.067716777238985
5,3,1,4,4,1,66.29212069102861
1,5,3,3,1,1,64.22411624238325
1,1,5,2,1,1,35.869597682138036
5,1,5,3,5,1,72.80658138468262
2,3,5,2,2,2,52.58709533324963
4,2,3,4,5,2,69.67922836442912
5,3,3,3,3,0,68.31867554928903
1,4,2,3,2,2,46.071945325964755
1,3,5,2,2,0,55.244332680175354
1,2,3,2,4,2,38.506182905925925
1,2,4,3,1,0,46.943055596326104
1,4,2,3,3,0,53.11114657780179
5,2,4,2,2,2,71.27478047359645
4,3,2,3,1,2,58.7027049745902
5,3,4,2,2,0,87.20629538488393
5,4,1,3,3,1,74.27266848271042
5,4,1,1,4,1,66.62438812203413
2,3,2,3,1,1,41.62037792959133
2,2,3,4,5,1,55.5147043706293
5,2,4,5,5,2,88.13163488450017
2,3,2,4,4,2,63.54767307813135
1,2,1,4,5,1,49.39164550220115
4,4,2,1,3,2,64.92596153364809
5,2,3,2,5,2,61.72169896852214
5,4,3,4,4,0,84.43580908912836
5,4,4,5,3,2,80.79298810973499
1,5,2,3,1,2,42.56264403309622
4,1,4,5,3,0,67.19579342288618
5,4,4,2,5,2,84.61599723634875
4,1,4,1,5,2,62.516885492404015
5,2,3,1,3,1,63.48568120193047
5,1,5,3,2,1,70.65792992871374
3,1,2,4,4,1,46.07673707503812
1,1,4,2,1,2,34.47511657657667
3,1,1,4,1,2,33.46441607182756
2,5,1,4,3,2,48.98315435299903
1,1,5,2,5,1,50.70321354921537
1,2,3,2,2,0,34.2343780310452
4,4,4,4,3,2,82.36249251071527
3,5,4,4,2,0,80.54173788940021
3,5,4,1,3,0,64.90341337688402
4,1,2,2,1,0,47.9515554727765
3,5,1,3,3,2,58.694216356931776
4,4,1,3,3,1,53.770605626865894
1,1,5,1,2,0,38.616547022212295
5,3,2,5,2,0,69.6456306014212
3,5,3,2,4,1,66.79955494706434
1,2,3,2,1,2,45.876715589227636
5,1,1,1,1,2,36.370715086336645
4,5,3,5,1,1,79.91435567685735
1,5,1,2,5,1,46.025963814276246
1,5,1,5,2,2,58.54130704633662
1,5,1,3,1,2,47.492156180875334
2,5,5,5,5,0,83.89672174590306
1,3,3,1,1,2,33.2755519119887
4,1,5,1,2,1,52.17206043355839
3,4,3,5,1,2,71.63625253672943
5,2,2,5,4,0,79.85398860863782
4,3,4,3,4,0,74.40153908612093
4,4,5,1,4,2,70.51289639614284
3,5,3,5,2,2,75.69469261231035
1,2,1,2,2,0,42.13736022168805
1,2,2,5,5,2,49.512114053594566
4,4,5,5,5,0,96.30920429696799
1,1,3,5,1,2,36.298353170806436
1,3,5,4,4,0,60.78956974181806
2,4,3,4,5,0,69.09782603062771
5,3,1,3,3,2,65.98664154131433
3,2,5,1,4,2,55.1680565994442
4,5,4,2,1,0,68.952412714347
3,2,4,4,1,0,62.9414220155133
1,4,5,5,1,1,68.95775406325072
2,3,1,3,1,0,49.56071779060961
1,1,5,4,5,2,62.019652416264336
4,3,2,1,4,2,58.673097181612974
1,1,5,3,4,2,46.44400377884203
2,5,1,3,2,0,60.754954693892344
5,4,3,5,5,0,90.56534640925791
3,2,4,2,1,2,47.08772370666205
3,3,1,2,5,0,47.83182167240544
3,4,1,2,1,1,52.45965100678155
4,2,5,1,1,1,58.113626692580006
2,2,1,3,1,2,36.86785022629651
4,3,4,4,4,0,80.36266682355097
5,2,5,5,2,2,82.79518572492518
3,4,4,5,3,2,81.64936624209216
3,1,3,1,3,0,34.34231946813318
1,5,3,2,4,1,58.266989586106014
2,2,4,2,2,0,51.473442611986044
5,3,3,2,1,1,57.36707071656158
3,1,3,5,2,0,50.72552179345014
2,2,1,1,2,0,28.797574188355398
3,4,4,1,4,1,65.10849085529958
3,2,4,5,4,1,75.13926984347032
3,1,4,5,1,0,66.11294702332451
4,3,1,2,4,0,52.92856223463358
2,1,4,2,1,0,43.632786252467874
4,2,4,3,4,2,69.79398926071157
3,3,1,3,2,1,51.93812885757374
5,3,5,5,2,0,85.99489817369619
1,4,3,3,3,0,54.51871251225664
1,4,3,1,2,2,53.43785060403211
3,5,4,3,4,0,81.51233257184029
3,1,3,3,5,2,48.69923051200866
4,2,3,3,5,1,68.97860540440274
3,1,2,3,3,0,50.46186687255726
5,1,5,5,3,0,77.57483643575894
3,2,5,5,3,0,74.65712185251365
1,3,1,2,4,2,39.94037017149519
1,5,4,2,3,1,60.00233860538126
5,4,1,4,3,1,72.60620272338524
1,4,2,3,3,0,38.90877957100166
5,4,5,3,2,2,82.59800803047062
2,1,1,1,3,0,26.658747127727146
1,5,2,2,4,1,47.067760109037216
2,5,2,4,3,2,70.17009142369763
4,1,4,5,5,2,72.52103759267229
3,3,3,4,5,1,66.85084459527727
4,5,3,2,3,2,70.17598324448788
4,3,5,1,5,0,73.4808479231437
3,5,3,1,1,2,64.95718046658757
4,5,4,2,5,1,76.8651707822653
5,3,1,3,2,1,61.975858138616964
3,1,2,5,3,0,56.340332494255854
1,2,5,5,2,2,45.31999435457936
3,2,5,1,3,2,56.71215118797297
5,3,4,4,2,2,74.8535431472623
2,3,2,2,4,0,48.33085071122483
5,3,1,1,1,1,51.49185721814049
3,1,5,3,5,2,62.688123026036465
4,2,4,1,5,1,72.6181361021136
2,4,2,2,3,2,50.38038763035724
5,1,3,3,3,2,63.45855504547052
1,2,4,2,4,0,55.97373209204557
2,5,3,3,1,1,57.24992210813723
3,1,5,3,4,0,69.07337674464483
3,3,1,4,2,1,53.026615033135535
3,2,2,1,4,1,55.909481129324625
1,1,1,1,2,2,25.751005624731597
2,3,4,3,4,2,61.535541812912115
1,3,4,2,4,1,50.671846590567064
3,1,5,4,2,1,55.87979280060395
2,1,3,1,4,1,40.378957749821765
3,1,1,3,3,1,46.486807295100114
3,4,3,5,2,1,68.93444284501665
4,5,1,1,3,2,60.41688597469073
3,1,4,2,5,2,53.74608732911114
4,2,4,5,1,2,71.96238306791527
3,2,5,3,5,0,73.12580727549928
4,2,2,1,5,1,51.66424743115815
4,2,2,2,3,1,50.65706071276255
2,1,1,4,4,1,42.89679459833556
2,3,3,5,2,1,65.63766032378628
4,2,3,2,1,2,59.72995154156279
2,2,4,3,3,1,46.74073893910044
3,2,4,4,5,0,64.67962015004069
1,5,1,1,2,1,37.34698222655245
3,4,2,2,4,2,58.6624373904237
3,3,3,4,4,0,73.02204998017677
4,2,2,1,4,0,45.88699675608491
3,5,1,4,2,2,54.905673533599064
2,5,5,3,2,0,65.85722923283198
5,1,4,5,3,1,73.43655301287997
3,5,3,1,5,2,71.10377410320379
5,4,2,5,5,0,85.18724217430767
4,1,5,2,3,1,66.87842701615509
3,4,1,1,5,0,46.18457202883036
5,1,3,4,3,0,70.94168269179468
1,1,5,3,2,0,42.43952339976855
5,1,5,5,1,0,75.65747154902434
5,3,2,1,4,1,57.38287286618397
3,4,4,1,4,1,65.02478348504535
4,3,1,3,5,0,63.18135385294505
3,1,1,5,4,2,55.778755187492074
2,1,2,3,1,2,28.073726886961175
4,5,5,4,3,0,87.1537627426745
2,5,4,5,4,2,70.57382354428928
2,4,3,5,3,0,67.52748022104137
3,1,2,3,3,1,49.88608268228063
5,5,1,4,5,1,87.43585121254046
2,4,2,3,4,1,54.32485272845813
3,3,1,4,4,2,61.63613242844394
1,1,1,3,3,2,36.80450793738527
1,5,4,3,2,0,51.783765150722665
1,3,1,3,3,1,43.061724600492255
1,1,1,4,5,2,41.79255626890053
5,2,3,4,4,2,70.70636806806282
5,3,2,5,4,2,69.94613211237446
5,1,3,4,1,1,65.71477878054833
1,2,1,1,5,0,27.002455862211207
1,3,2,3,2,1,41.108242827445494
2,5,3,2,5,2,64.79937971098336
3,1,4,1,3,2,51.57769025852001
2,3,3,1,5,2,48.86684220243734
3,5,3,3,5,2,70.57708155586073
1,5,3,5,4,1,66.49457739381556
4,5,2,3,5,0,81.03195238809874
2,1,2,3,4,1,53.437250003265746
1,5,3,1,5,1,48.46259400110613
4,5,1,4,1,2,68.5767100889329
5,2,4,1,1,1,55.56732486882854
1,3,4,5,3,2,63.09405621603372
3,3,2,5,5,0,61.30727726345382
5,3,2,5,4,2,72.62675890908838
4,2,2,2,3,1,51.05364570468002
5,5,4,1,3,2,79.61900530640098
3,5,4,2,4,1,74.61598798429354
2,2,1,4,5,1,50.41850696804257
4,5,3,2,5,0,76.97116226908608
1,2,1,5,1,2,30.350544887797092
2,4,3,1,3,2,56.638930751550944
4,3,2,1,2,2,53.73520668168486
4,3,2,2,4,0,66.8086739500735
1,1,3,4,3,0,37.46130610260032
3,4,2,4,5,2,59.988626363245025
2,2,2,2,3,0,41.82986998658463
3,2,4,4,4,1,70.47976344142133
5,1,5,4,1,1,69.80471068308026
1,5,1,3,5,2,53.00165100413572
5,1,2,3,1,2,49.64826491171283
3,4,5,1,2,2,73.78883233340412
4,5,3,2,5,0,71.85198702557611
3,1,2,3,5,1,46.3730287118588
2,3,3,1,3,2,50.850170980420124
4,3,1,3,3,2,48.719896550566034
4,2,1,1,1,0,49.372953326906696
1,4,4,4,5,2,67.12096557108677
4,3,3,1,1,1,60.49615535905554
4,3,4,1,1,0,62.79058505974827
2,3,2,4,3,1,52.19438241271815
5,5,5,2,1,2,77.68425644922287
4,4,3,2,1,0,63.299622793875194
2,2,4,2,4,0,47.12381844123683
1,5,1,2,4,2,51.43077655038191
4,5,1,4,2,2,73.03389915274052
2,5,4,4,4,0,80.38404315599105
4,4,5,2,4,2,79.85883820276432
3,2,5,4,2,2,68.62287678297594
3,4,2,4,4,2,64.51427631384928
1,2,1,3,3,0,32.60861430995902
4,2,5,3,5,1,75.36835945408401
1,3,4,5,1,2,52.06763563641545
3,5,2,3,2,2,65.3459289441383
5,3,4,2,2,1,65.6940390533229
5,2,5,3,2,0,68.59186158761851
5,3,2,5,5,0,81.17704650509145
5,2,4,4,4,0,80.43345037703048
3,4,4,1,3,0,58.07171915516661
2,2,3,3,3,0,52.353071552532114
5,3,4,4,5,0,80.33632163482363
5,2,2,2,3,2,60.08252588100155
5,2,5,5,2,1,86.08472207895323
4,5,5,5,1,1,90.03743617011474
1,2,5,5,2,2,58.979359940110974
3,1,4,1,4,1,59.54395179228483
3,2,1,3,3,1,43.480603294751006
5,3,2,3,3,0,63.07062512503727
2,1,3,4,3,1,43.38938864885705
2,2,5,5,5,0,65.72749473296693
1,1,3,2,5,1,27.22724692854053
5,3,3,3,1,2,66.96285881651595
4,4,1,4,1,1,59.277146340525455
1,5,4,4,2,0,66.91879883698901
3,2,2,4,5,2,59.76209689505019
3,5,1,2,3,2,55.996516861153324
3,2,5,5,5,1,75.94980422681452
5,4,1,1,4,0,68.61631529911885
1,3,1,3,3,2,36.15727105104295
2,4,1,4,2,0,49.53487872308791
1,4,3,1,2,2,33.87318406451009
2,3,1,3,1,0,36.54670012815358
5,2,5,3,3,1,71.28765219788211
5,3,3,4,2,2,73.37083088303012
1,5,2,1,2,0,41.27308660320093
4,5,1,2,1,0,58.43274006475446
2,5,3,2,4,0,56.873346592087
1,1,1,4,5,1,37.85556949265635
2,3,5,2,3,1,61.128572972924545
1,1,2,3,3,0,36.01182674209911
3,4,3,4,5,1,72.0618056595263
5,5,1,4,3,2,69.29463501749305
3,1,1,1,4,2,34.90023168053575
4,4,2,5,3,0,70.9634666384076
3,5,1,1,3,1,53.98352343539687
1,5,4,1,3,0,56.37490608994918
1,2,5,1,4,1,54.127706861855096
2,1,5,2,4,2,55.060481063423
2,5,2,5,3,2,61.06241110075651
5,5,4,2,1,0,82.39201437648316
5,3,3,4,5,0,82.20151183832868
5,5,1,3,5,2,73.96966263524217
4,1,1,1,1,2,42.24432961317719
3,4,3,3,2,0,62.1981168202737
4,1,3,1,5,0,46.95023254992777
3,5,1,3,2,1,62.27601362318571
4,4,5,3,5,1,84.08480911807263
4,5,4,3,4,1,80.86161185407086
4,3,3,2,5,2,66.8127345750835
4,1,5,4,1,2,59.4045726055577
1,1,5,3,3,2,49.050652518985544
4,2,5,2,3,0,65.78274682745536
2,4,2,3,5,2,59.83224421974115
4,1,5,1,2,2,57.78570962214437
3,5,3,5,2,1,68.22707192786838
5,2,4,4,1,1,65.52858489058974
2,3,5,2,4,2,49.95027770191895
5,2,1,4,5,2,68.82371129245203
5,3,3,4,1,1,64.93894988126618
2,3,1,4,2,0,47.66284854947826
3,1,2,1,2,1,39.85494112469776
3,3,3,5,5,2,73.0117641944626
4,4,5,5,3,0,78.9799154308197
4,5,5,5,2,2,87.67419190929655
5,2,2,5,2,0,75.35140210393874
2,5,2,5,3,2,74.57157339992156
3,5,3,4,2,1,75.93661547013477
3,5,5,1,1,0,69.6874656940942
5,2,5,3,5,0,73.97446805577312
2,5,2,2,3,0,60.59310812695526
3,3,1,2,2,2,46.20989385626579
1,1,4,5,4,1,52.80264137636422
5,2,2,5,4,2,67.83578272573942
2,4,1,3,1,0,46.13533443580035
2,1,1,4,1,2,35.82073680038212
3,3,3,1,1,2,51.23139045746929
3,4,2,2,4,0,62.46861357230122
5,1,3,5,4,1,67.1040250773755
3,3,2,3,4,2,51.28357773944898
3,2,4,3,4,0,69.12392519949898
1,3,4,3,3,0,64.44627084511679
1,2,3,2,3,2,42.237103556011895
2,5,1,5,4,1,57.38003952634945
5,1,3,4,2,0,59.13402441578563
5,5,4,4,5,2,95.54558784525484
4,4,2,2,5,2,74.70557805840643
4,5,2,4,5,0,72.93554682729072
2,5,3,5,5,0,73.3783358957555
1,1,2,4,2,0,35.97966032221984
1,5,3,3,1,2,58.322892256429384
2,3,2,2,3,0,45.281994527998094
2,5,2,3,4,2,54.18092654339038
1,5,4,2,4,1,64.10598779726452
2,3,3,4,2,1,60.623979825856196
1,2,3,1,2,2,34.5870426912742
4,1,4,1,3,2,56.02620045653216
5,1,2,4,5,0,62.62754385286465
4,2,1,2,1,0,41.77113602637053
3,5,5,3,2,0,81.1321284027361
3,3,1,3,2,2,51.9374792390723
2,3,3,3,5,1,60.45184299700942
1,2,2,4,3,0,49.51057573997307
3,3,2,2,1,0,43.72578832840713
3,4,1,4,2,1,55.2398686592029
1,5,5,2,1,2,59.78966674417348
3,4,3,2,3,1,59.17843381119378
2,4,2,3,5,2,62.91568267636226
1,5,4,5,3,2,67.06300389548008
4,3,1,2,5,2,54.03733596251405
3,5,3,3,4,1,72.32885837593831
4,2,3,1,5,2,59.85169385403394
4,1,3,1,2,2,52.67341031448165
5,3,1,4,5,1,72.96570451573713
5,1,5,4,2,1,73.30573195679919
4,1,2,2,3,2,50.60145842003613
5,5,4,4,4,1,90.05888739354033
3,4,4,2,2,0,60.418904424443674
5,2,2,2,2,2,59.444191758296874
4,5,1,3,1,0,62.33437617058181
4,1,2,2,1,2,53.449113102205075
5,2,5,5,3,1,87.71091147386609
3,4,5,3,5,1,80.16419566175803
4,2,5,2,2,0,65.89233469646493
2,4,2,3,3,1,54.56020474509412
5,5,4,4,5,2,86.69438134326433
4,1,1,2,4,0,45.919138883390175
4,1,4,5,1,2,62.507000167026284
3,5,3,3,3,2,71.14728237222332
5,3,4,4,1,2,77.34768183507913
1,3,4,5,2,1,60.606650989388434
1,3,5,3,2,0,50.53922964153566
3,3,3,1,4,2,52.58462196395494
4,4,2,4,1,1,73.2542833987158
5,3,3,1,2,1,67.85490794596575
3,1,1,3,2,2,38.046145289333396
4,4,1,5,2,2,66.46394415523883
3,4,3,3,4,0,66.4864302666255
5,1,5,4,2,2,71.15787061140693
4,2,3,3,2,1,61.36341546119307
3,4,4,2,3,2,78.67496373049914
5,4,1,2,4,1,68.94878280581327
1,1,3,3,1,2,37.312990752126254
5,1,4,1,5,2,55.567616469049284
1,3,2,3,5,2,45.57550003610583
2,3,1,3,4,2,54.14407501358303
5,5,1,5,3,1,82.01157695678307
4,3,5,1,4,0,48.05442707567582
5,5,4,5,3,1,95.37011601158099
4,2,2,3,2,1,64.59082197314385
4,3,2,4,2,2,53.02046206940105
2,1,1,3,1,1,39.59693837822756
1,3,5,2,5,1,43.140221846870354
1,1,1,5,2,0,38.68999472526707
2,3,4,2,2,2,52.9567568699388
1,2,2,1,5,1,25.250143923776918
3,1,2,4,3,0,51.23068913619894
4,1,2,4,4,0,62.7541987457603
5,3,5,5,2,2,85.81943501910789
3,5,1,3,2,0,62.92413818529806
5,1,2,1,4,1,51.941619438304684
5,3,2,1,3,1,52.69305122389488
5,2,2,3,1,0,62.45932011168532
3,5,1,2,5,0,71.74876959723147
2,3,5,5,3,2,73.64790427113729
5,5,2,1,4,1,64.06062085199326
2,2,3,5,2,0,45.42552796394533
3,1,2,2,3,0,38.770161291013295
1,3,5,1,4,1,44.035122743599274
4,4,2,2,5,2,68.22094959778019
4,5,2,1,2,2,65.96707902590262
1,5,2,3,4,0,48.84873358378817
2,5,2,2,5,2,64.88564229637764
3,4,1,3,4,2,62.00551972010007
3,2,4,3,1,0,52.25920437578149
5,3,1,1,1,0,53.13739007008008
2,1,2,1,2,2,22.250994121734838
5,3,2,1,1,1,56.338689218564625
3,2,2,1,4,2,47.036924870651625
5,1,4,1,5,0,64.84373797614094
2,2,3,2,3,0,47.89438456010087
1,3,5,3,3,0,57.22120871615285
1,2,2,2,4,0,36.67828151367166
2,5,5,2,3,1,70.43097471277159
5,3,1,3,3,0,69.01015996655124
1,5,3,3,3,2,57.52250963345178
2,4,4,2,2,1,59.58797445415839
1,1,3,2,1,2,30.069144686679415
5,2,5,3,3,1,71.76620541760214
4,4,2,1,5,0,67.61439833458802
4,3,1,3,1,1,51.22387027914897
4,2,4,5,2,0,70.93073450496095
4,3,1,2,2,2,53.141276857550224
4,5,4,1,5,2,76.48032661739929
1,2,4,4,3,0,48.3592858392667
5,1,5,1,3,1,61.45939503792157
4,2,3,1,4,1,48.77099413955492
4,5,5,1,2,0,77.91447547580846
2,4,1,5,4,0,60.1577341263916
5,5,3,5,1,2,88.24835126224245
2,5,1,3,1,0,49.34271548846603
1,1,4,4,5,1,58.47691812738334
5,2,4,4,4,0,74.10132026075183
2,1,5,4,1,1,46.62445178902652
1,1,4,3,3,0,37.031575400786686
4,5,2,5,1,1,65.3303879838517
2,5,1,4,4,1,68.66313946196564
5,1,5,1,4,1,72.85533695384329
3,4,3,2,2,1,63.00372581442379
1,3,1,5,2,0,39.51955596112111
5,1,5,3,2,1,77.0563384077956
3,5,5,2,2,2,71.24140419239173
2,5,3,5,2,1,66.65487084386673
4,3,4,4,2,0,78.18629540218039
3,4,1,3,3,2,60.29455292240436
1,2,1,3,5,2,50.00551569377296
4,4,2,1,4,2,64.2436113015951
3,3,4,2,2,2,57.01484600210638
4,5,1,3,5,2,68.94097558270103
5,1,1,5,2,2,48.76501911404687
4,1,4,2,5,1,59.60702113596898
4,5,4,1,2,0,77.7229666941369
2,2,4,3,3,1,55.994170863280345
2,2,4,5,2,0,57.101540032802035
3,4,5,3,4,2,70.02532778091835
5,1,4,2,2,1,62.13436509006369
3,3,3,4,5,2,72.06406852597686
2,2,5,4,1,1,58.15359628234993
4,1,2,2,3,1,49.833675848166806
5,5,1,5,1,2,72.01521173359397
5,1,4,3,5,1,74.33590907056006
2,1,2,1,3,1,18.340475906279096
4,4,5,3,4,1,82.91422854432574
3,5,3,5,5,2,92.85160990472299
3,1,5,2,3,2,47.458133063340775
2,4,1,3,1,0,45.79315272649317
1,3,4,4,2,1,52.96044504937637
2,5,3,4,2,1,62.68708592971713
3,1,3,5,5,1,65.1818712127949
5,5,2,1,5,0,78.3622550717765
5,4,5,3,3,2,85.7615018627366
1,5,2,3,5,2,61.98636280584641
4,2,5,1,2,0,61.08375354535872
1,5,3,4,4,0,78.89932244411759
4,4,1,1,2,1,55.75673466828371
2,1,5,3,2,0,50.97641049244852
3,5,1,2,2,2,48.44765975213363
4,4,2,1,3,2,58.28274836348288
3,2,5,5,2,2,72.73688840899905
5,3,5,2,2,1,68.32271574820064
3,2,5,2,2,2,47.21221412849022
5,3,3,5,1,0,74.16157735593788
4,5,4,5,5,0,96.85372253737489
2,5,2,1,2,0,52.211906143480626
4,2,4,2,1,2,56.31937698686828
3,5,3,4,3,1,63.70756031129511
3,3,1,4,5,0,61.261270613510966
1,4,3,5,2,0,60.30637554441523
1,4,3,3,5,1,48.091337504494504
3,3,2,1,4,0,57.67266224348609
1,3,2,5,4,1,55.828477629460544
5,3,3,1,2,1,69.66157971273672
5,5,1,1,1,0,66.91762545916671
4,2,1,4,2,0,57.26841354405659
4,2,4,4,5,1,74.6036044935087
3,2,2,1,4,1,51.34236160750597
1,1,4,1,4,0,28.906211154380408
2,2,3,3,5,1,45.494702831892425
3,1,3,2,2,1,41.31996049905114
5,1,3,4,2,0,62.35089914163725
2,4,3,3,5,1,64.9406846165409
3,1,5,3,3,0,59.62340826614424
2,3,5,3,2,0,65.58552905728016
1,4,2,2,2,0,49.74247649290176
1,4,4,2,5,0,53.63807445853103
2,3,5,4,1,0,62.19288055025236
1,1,1,3,1,2,21.76084226139081
1,5,4,3,4,0,63.05876480823216
2,5,3,3,1,2,61.60895684524248
2,4,5,2,1,2,42.95643961764155
3,1,3,5,5,2,72.05622019819842
1,1,5,3,3,2,48.83204338698737
2,2,1,4,4,0,43.02148362293297
3,1,1,5,3,1,57.636848776151126
5,5,5,5,1,2,90.26284414756903
4,2,3,4,1,1,60.662596929140285
5,2,3,4,4,0,69.56442094801186
2,5,1,3,1,1,60.259959187216694
3,5,2,4,3,2,68.4750764684706
3,2,5,2,2,2,58.74742050369754
5,2,2,4,2,1,70.01891076512723
5,3,3,1,5,0,72.92569728730538
5,4,2,5,4,0,80.72825967432964
4,5,2,2,4,0,76.55195486178731
3,5,1,4,2,1,75.69241614713977
3,5,5,1,2,0,71.5870522439971
5,1,5,1,4,1,66.58380043936282
2,2,1,5,1,0,43.853135418095405
2,3,2,5,2,0,60.55214750415759
5,1,3,2,4,0,58.00401132483539
2,2,2,1,4,0,39.608412201441695
2,1,4,5,1,2,42.312785254366794
3,5,2,5,4,2,68.08066068680013
2,1,1,1,3,2,27.41099998651015
5,1,2,4,2,1,58.72031502969789
5,1,3,2,4,0,69.8454166288506
2,1,1,4,5,2,45.67996402462612
3,3,5,3,3,1,63.43960744905103
5,2,1,1,2,2,47.360097573179424
4,5,1,2,2,1,69.87374341615329
2,2,3,3,3,1,54.63305174314597
